0	0.012054734641746
0.5	0.012938511711454
1	0.01450347454569
1.5	0.014795749376434
2	0.013341218530672
2.5	0.011694453972398
3	0.011529139438512
3.5	0.01265255975232
4	0.013317929357259
4.5	0.012578440488604
5	0.010971671375189
5.5	0.0098651832397998
6	0.010170253787115
6.5	0.011064236360059
7	0.011048560223571
7.5	0.009756530176324
8	0.008296789412602
8.5	0.0078323049149884
9	0.008257236934481
9.5	0.0085221280732839
10	0.0089488506393568
10.5	0.0092359746271855
11	0.0088065941510138
11.5	0.0077905465844621
12	0.0077127104313968
12.5	0.0085733236328857
13	0.009150684852569
13.5	0.0091759031470507
14	0.0082117339943206
14.5	0.0072795884643699
15	0.0074487053314191
15.5	0.0083241632075163
